otel_ad,fiyat,SVR Predicted Price,RF Predicted Price,SVR Price Difference,RF Price Difference,SVR Fair Price Percentage,RF Fair Price Percentage,SVR Fair Price Range,RF Fair Price Range
Leslion Hotel Turunç,8023.4,10414.4,7858.8,-2391.0,164.59999999999945,29.8,2.05,Significantly Overpriced,Fair
La Boutique Hotel Suites,14389.3,12595.9,12503.7,1793.3999999999996,1885.5999999999985,12.46,13.1,Overpriced,Overpriced
Akkan Luxury Hotel,13150.3,11513.7,12073.2,1636.5999999999985,1077.0999999999985,12.45,8.19,Overpriced,Slight Overpriced
İncekum West Hotel,7936.8,13470.2,11119.9,-5533.400000000001,-3183.0999999999995,69.72,40.11,Significantly Overpriced,Significantly Overpriced
Casamia Boutique Hotels,16000.0,12356.9,18798.3,3643.1000000000004,-2798.2999999999993,22.77,17.49,Significantly Overpriced,Overpriced
Side Sunberk Hotel,7590.0,11757.7,9342.3,-4167.700000000001,-1752.2999999999993,54.91,23.09,Significantly Overpriced,Significantly Overpriced
Diamond Elite Hotel Spa,19890.0,12763.0,21769.5,7127.0,-1879.5,35.83,9.45,Significantly Overpriced,Slight Overpriced
Palmalife Hotel,21492.0,13608.3,19520.2,7883.700000000001,1971.7999999999993,36.68,9.17,Significantly Overpriced,Slight Overpriced
Kaya Prestige Hotel,13056.0,8969.7,12460.7,4086.2999999999993,595.2999999999993,31.3,4.56,Significantly Overpriced,Fair
Casaoliva Alaçatı,18770.4,9035.0,14014.9,9735.400000000001,4755.500000000002,51.87,25.34,Significantly Overpriced,Significantly Overpriced
Mirada Exclusive Bodrum,33696.0,15148.3,25237.3,18547.7,8458.7,55.04,25.1,Significantly Overpriced,Significantly Overpriced
Palmetto Resort,32941.1,12882.1,26899.3,20059.0,6041.799999999999,60.89,18.34,Significantly Overpriced,Overpriced
Kleopatra Arsi Hotel,12178.3,12903.4,11871.4,-725.1000000000004,306.89999999999964,5.95,2.52,Slight Overpriced,Fair
Moonshine Hotel Suites,7499.6,9960.1,8058.1,-2460.5,-558.5,32.81,7.45,Significantly Overpriced,Slight Overpriced
Wa Çeşme Farm Hotel,6352.9,12748.9,9737.6,-6396.0,-3384.7000000000007,100.68,53.28,Significantly Overpriced,Significantly Overpriced
Diamond Premium Hotel Spa,20000.0,15595.3,21604.1,4404.700000000001,-1604.0999999999985,22.02,8.02,Significantly Overpriced,Slight Overpriced
Club Hotel Mirabell,12299.4,14561.3,13144.7,-2261.8999999999996,-845.3000000000011,18.39,6.87,Overpriced,Slight Overpriced
Aelbistan Otel,4000.0,10650.8,6724.8,-6650.799999999999,-2724.8,166.27,68.12,Significantly Overpriced,Significantly Overpriced
01 Nova Otel,6900.0,8978.5,8266.3,-2078.5,-1366.2999999999993,30.12,19.8,Significantly Overpriced,Overpriced
Doubletree By Hilton Antalya City Centre,22884.6,12614.8,20170.0,10269.8,2714.5999999999985,44.88,11.86,Significantly Overpriced,Overpriced
Alanya Beach Hotel,7600.0,12791.6,11682.9,-5191.6,-4082.8999999999996,68.31,53.72,Significantly Overpriced,Significantly Overpriced
Costa Asmin Hotel,6668.0,8053.0,7797.9,-1385.0,-1129.8999999999996,20.77,16.95,Significantly Overpriced,Overpriced
Akalia Suite Hotel Spa,5580.0,12729.1,7304.7,-7149.1,-1724.6999999999998,128.12,30.91,Significantly Overpriced,Significantly Overpriced
Papirus Hotel Adrasan,11818.4,10643.0,11009.1,1175.3999999999996,809.2999999999993,9.95,6.85,Slight Overpriced,Slight Overpriced
Doubletree By Hilton Bodrum Işıl Club All Inclusive Resort,20400.0,14575.4,25406.0,5824.6,-5006.0,28.55,24.54,Significantly Overpriced,Significantly Overpriced
Düşler Evim,7958.4,8726.7,10864.5,-768.3000000000011,-2906.1000000000004,9.65,36.52,Slight Overpriced,Significantly Overpriced
Doria Hotel Yacht Club,62251.2,13371.3,46980.7,48879.899999999994,15270.5,78.52,24.53,Significantly Overpriced,Significantly Overpriced
Değirmenburnu Residence,13236.6,10101.9,11759.3,3134.7000000000007,1477.300000000001,23.68,11.16,Significantly Overpriced,Overpriced
Almena City Hotel,3476.0,11461.2,6075.1,-7985.200000000001,-2599.1000000000004,229.72,74.77,Significantly Overpriced,Significantly Overpriced
Emens Hotel,11000.0,8016.8,10062.3,2983.2,937.7000000000007,27.12,8.52,Significantly Overpriced,Slight Overpriced
Elysium Green Suites Lara,13296.4,8503.8,12478.2,4792.6,818.1999999999989,36.04,6.15,Significantly Overpriced,Slight Overpriced
Palmea Hotel,7819.9,12761.4,9413.9,-4941.5,-1594.0,63.19,20.38,Significantly Overpriced,Significantly Overpriced
Elegance Hotel Marmaris,17722.8,14860.5,23203.5,2862.2999999999993,-5480.700000000001,16.15,30.92,Overpriced,Significantly Overpriced
Alanya Risus Park Hotel,5905.9,11536.6,7859.3,-5630.700000000001,-1953.4000000000005,95.34,33.08,Significantly Overpriced,Significantly Overpriced
Filizce Alaçatı,7000.0,11135.6,8387.3,-4135.6,-1387.2999999999993,59.08,19.82,Significantly Overpriced,Overpriced
Falcon 1511,12800.0,10871.4,11268.6,1928.6000000000004,1531.3999999999996,15.07,11.96,Overpriced,Overpriced
En Vie Beach Boutique Hotel,10461.6,12127.7,10771.1,-1666.1000000000004,-309.5,15.93,2.96,Overpriced,Fair
Güllü Konak,23594.9,12033.7,20877.2,11561.2,2717.7000000000007,49.0,11.52,Significantly Overpriced,Overpriced
Pineta Park Deluxe Hotel,17640.0,12228.5,15903.1,5411.5,1736.8999999999996,30.68,9.85,Significantly Overpriced,Slight Overpriced
Foça Antik Otel,11800.0,12120.9,24190.0,-320.89999999999964,-12390.0,2.72,105.0,Fair,Significantly Overpriced
Ayhan Hotel Antalya,10811.7,8227.3,9595.5,2584.4000000000015,1216.2000000000007,23.9,11.25,Significantly Overpriced,Overpriced
Emelda Sun Club,14400.0,16850.6,17900.5,-2450.5999999999985,-3500.5,17.02,24.31,Overpriced,Significantly Overpriced
Patara Prince Resort,8868.3,16016.5,24257.5,-7148.200000000001,-15389.2,80.6,173.53,Significantly Overpriced,Significantly Overpriced
Amossia Elite Otel,10567.0,11047.1,9396.5,-480.10000000000036,1170.5,4.54,11.08,Fair,Overpriced
Bilkay Hotel,5100.0,11189.8,6036.6,-6089.799999999999,-936.6000000000004,119.41,18.36,Significantly Overpriced,Overpriced
Belcan Hotel,2346.2,11538.9,5541.1,-9192.7,-3194.9000000000005,391.81,136.17,Significantly Overpriced,Significantly Overpriced
Patron Hotel,7200.0,9910.8,8056.8,-2710.7999999999993,-856.8000000000002,37.65,11.9,Significantly Overpriced,Overpriced
Ramada Encore By Wyndham İzmir,11969.3,12273.0,12554.2,-303.7000000000007,-584.9000000000015,2.54,4.89,Fair,Fair
Blue Bay Beach Hotel,7500.0,12588.3,9626.9,-5088.299999999999,-2126.8999999999996,67.84,28.36,Significantly Overpriced,Significantly Overpriced
Fortezza Beach Resort,11815.2,14584.0,16883.0,-2768.7999999999993,-5067.799999999999,23.43,42.89,Significantly Overpriced,Significantly Overpriced
Casa Mimosa,20000.0,11965.4,18888.9,8034.6,1111.0999999999985,40.17,5.56,Significantly Overpriced,Slight Overpriced
Candan City Beach Otel,10000.0,11577.0,8623.7,-1577.0,1376.2999999999993,15.77,13.76,Overpriced,Overpriced
Peninsula Gardens Hotel,28080.5,13149.2,36034.3,14931.3,-7953.800000000003,53.17,28.32,Significantly Overpriced,Significantly Overpriced
Ramada Plaza By Wyndham İzmir,12780.0,8767.3,11944.7,4012.7000000000007,835.2999999999993,31.4,6.54,Significantly Overpriced,Slight Overpriced
Blue Marina Hotel Spa,7617.0,11820.4,11760.0,-4203.4,-4143.0,55.18,54.39,Significantly Overpriced,Significantly Overpriced
Can Adalya Palace Hotel,4968.3,8250.6,6829.4,-3282.3,-1861.0999999999995,66.06,37.46,Significantly Overpriced,Significantly Overpriced
Gümüldür Mavi Deniz Otel,15525.0,12094.5,15664.6,3430.5,-139.60000000000036,22.1,0.9,Significantly Overpriced,Fair
Club Marakesh Beach Kemer,5743.2,11823.6,7622.7,-6080.400000000001,-1879.5,105.87,32.73,Significantly Overpriced,Significantly Overpriced
Club Sema Suite Hotel,13883.3,11342.3,12780.2,2541.0,1103.0999999999985,18.3,7.95,Overpriced,Slight Overpriced
Çandarlı Resort Otel,5550.0,12329.6,9174.4,-6779.6,-3624.3999999999996,122.15,65.3,Significantly Overpriced,Significantly Overpriced
Hidayetin Yeri Butik Otel,12000.0,12601.3,18591.2,-601.2999999999993,-6591.200000000001,5.01,54.93,Slight Overpriced,Significantly Overpriced
Belpoint Beach Hotel,5850.0,10989.4,6841.7,-5139.4,-991.6999999999998,87.85,16.95,Significantly Overpriced,Overpriced
Petunya Konak Butik Otel,15196.0,9030.6,9872.1,6165.4,5323.9,40.57,35.03,Significantly Overpriced,Significantly Overpriced
Amour Alaçatı Butik Otel,15996.0,10825.5,13695.2,5170.5,2300.7999999999993,32.32,14.38,Significantly Overpriced,Overpriced
Pyara Hotel Turunç,11654.9,12042.4,10374.8,-387.5,1280.1000000000004,3.32,10.98,Fair,Overpriced
Silenos Boutique Hotel,12000.0,11822.5,14545.4,177.5,-2545.3999999999996,1.48,21.21,Fair,Significantly Overpriced
Seçkin Best Hotel Bodrum,8486.4,8297.5,8583.3,188.89999999999964,-96.89999999999964,2.23,1.14,Fair,Fair
Sealife Lounge Hotel,9200.0,11273.0,8823.0,-2073.0,377.0,22.53,4.1,Significantly Overpriced,Fair
Queen Boutique Hotel,5400.0,11575.5,7379.2,-6175.5,-1979.1999999999998,114.36,36.65,Significantly Overpriced,Significantly Overpriced
Taşev Butik Otel,7647.2,10790.6,18110.3,-3143.4000000000005,-10463.099999999999,41.11,136.82,Significantly Overpriced,Significantly Overpriced
Solo Boutique Hotel,18400.0,10418.8,14697.5,7981.200000000001,3702.5,43.38,20.12,Significantly Overpriced,Significantly Overpriced
Blue Diamond Alya Hotel,10245.6,13853.3,12270.2,-3607.699999999999,-2024.6000000000004,35.21,19.76,Significantly Overpriced,Overpriced
Kapela Taş Otel Alaçatı,8000.0,10937.6,9749.3,-2937.6000000000004,-1749.2999999999993,36.72,21.87,Significantly Overpriced,Significantly Overpriced
Hotel Karacam,13765.0,11866.5,12969.5,1898.5,795.5,13.79,5.78,Overpriced,Slight Overpriced
İon Slow City Adult Only (+12),9600.0,11000.1,16054.6,-1400.1000000000004,-6454.6,14.58,67.24,Overpriced,Significantly Overpriced
Hotel Gold Stone,3000.0,10797.8,6226.3,-7797.799999999999,-3226.3,259.93,107.54,Significantly Overpriced,Significantly Overpriced
Bodrum Vera Hotel,6952.0,8620.5,7521.6,-1668.5,-569.6000000000004,24.0,8.19,Significantly Overpriced,Slight Overpriced
Çeşme Ladin Otel,9900.0,12959.7,19366.0,-3059.7000000000007,-9466.0,30.91,95.62,Significantly Overpriced,Significantly Overpriced
Hotel 212,10374.0,8913.1,11328.5,1460.8999999999996,-954.5,14.08,9.2,Overpriced,Slight Overpriced
Hildegard Hotel,9458.9,12321.6,9676.6,-2862.7000000000007,-217.70000000000073,30.26,2.3,Significantly Overpriced,Fair
Sey Beach Hotel Spa,13942.7,12708.1,13470.3,1234.6000000000004,472.40000000000146,8.85,3.39,Slight Overpriced,Fair
Veranda Suites,9476.5,7859.5,8362.3,1617.0,1114.2000000000007,17.06,11.76,Overpriced,Overpriced
Vadi Boutique Hotel,8160.0,9630.1,8936.0,-1470.1000000000004,-776.0,18.02,9.51,Overpriced,Slight Overpriced
De Mare Family Hotel,4000.0,13518.5,7946.7,-9518.5,-3946.7,237.96,98.67,Significantly Overpriced,Significantly Overpriced
Cleopatra Golden Beach,11100.0,13223.7,13061.1,-2123.7000000000007,-1961.1000000000004,19.13,17.67,Overpriced,Overpriced
Caprice Beach Hotel,12922.5,13208.8,20229.1,-286.2999999999993,-7306.5999999999985,2.22,56.54,Fair,Significantly Overpriced
Karyatit Hotel,6828.2,10634.7,10754.7,-3806.500000000001,-3926.500000000001,55.75,57.5,Significantly Overpriced,Significantly Overpriced
Club Herakles Hotel,4200.0,10475.3,10540.0,-6275.299999999999,-6340.0,149.41,150.95,Significantly Overpriced,Significantly Overpriced
Start Otel,5686.2,8386.2,6933.5,-2700.000000000001,-1247.3000000000002,47.48,21.94,Significantly Overpriced,Significantly Overpriced
Melissa Moment Apart,6750.0,10213.5,8314.8,-3463.5,-1564.7999999999993,51.31,23.18,Significantly Overpriced,Significantly Overpriced
Lucky Angel Otel,9072.4,8619.8,11242.2,452.60000000000036,-2169.800000000001,4.99,23.92,Fair,Significantly Overpriced
Delta Hotel Didim,5200.0,12341.6,9016.0,-7141.6,-3816.0,137.34,73.38,Significantly Overpriced,Significantly Overpriced
Kekik Alaçatı Otel Mayko,5800.0,8512.8,20338.6,-2712.7999999999993,-14538.599999999999,46.77,250.67,Significantly Overpriced,Significantly Overpriced
My Adress Alaçatı,48956.3,8343.4,36183.2,40612.9,12773.100000000006,82.96,26.09,Significantly Overpriced,Significantly Overpriced
Khai Hotel Bodrum,28503.2,12451.3,17676.4,16051.900000000001,10826.8,56.32,37.98,Significantly Overpriced,Significantly Overpriced
Doğan Beach Resort,18830.5,12621.7,15291.5,6208.799999999999,3539.0,32.97,18.79,Significantly Overpriced,Overpriced
Vinifera Ephesus Hotel,10323.7,11759.6,10323.6,-1435.8999999999996,0.1000000000003638,13.91,0.0,Overpriced,Fair
Villa Sonata Hotel,6575.2,11623.1,11518.3,-5047.900000000001,-4943.099999999999,76.77,75.18,Significantly Overpriced,Significantly Overpriced
La Siete Hotel,12513.6,12014.6,11906.8,499.0,606.8000000000011,3.99,4.85,Fair,Fair
Club Hotel Sidelya,16184.0,13565.4,14904.9,2618.6000000000004,1279.1000000000004,16.18,7.9,Overpriced,Slight Overpriced
La Mira Suites,7700.0,8562.6,15078.8,-862.6000000000004,-7378.799999999999,11.2,95.83,Overpriced,Significantly Overpriced
Sun Pearl Resort Çeşme,10800.0,12803.9,23532.7,-2003.8999999999996,-12732.7,18.55,117.9,Overpriced,Significantly Overpriced
Zübeyde Hanım Otel Alaçatı,4400.0,10475.3,10540.0,-6075.299999999999,-6140.0,138.07,139.55,Significantly Overpriced,Significantly Overpriced
Ados Hotel,3600.0,10365.4,9177.5,-6765.4,-5577.5,187.93,154.93,Significantly Overpriced,Significantly Overpriced
Terra Rossa,4004.3,7375.6,5426.0,-3371.3,-1421.6999999999998,84.19,35.5,Significantly Overpriced,Significantly Overpriced
Doğan Paradise Family Club,18830.5,12342.6,13802.5,6487.9,5028.0,34.45,26.7,Significantly Overpriced,Significantly Overpriced
Club Sun Heaven Sea Bird Beach Otel,6681.6,14195.1,11208.7,-7513.5,-4527.1,112.45,67.75,Significantly Overpriced,Significantly Overpriced
Cooks Club Alanya +12 Adult Only,11262.2,11000.1,16054.6,262.10000000000036,-4792.4,2.33,42.55,Fair,Significantly Overpriced
Qinn Hotel,9864.0,11890.3,11510.5,-2026.2999999999993,-1646.5,20.54,16.69,Significantly Overpriced,Overpriced
Radisson Blu Hotel Kaş +12 Adults Only,30032.6,11000.1,16054.6,19032.5,13977.999999999998,63.37,46.54,Significantly Overpriced,Significantly Overpriced
Turunç Dream Hotel,6300.0,12180.2,7550.8,-5880.200000000001,-1250.8000000000002,93.34,19.85,Significantly Overpriced,Overpriced
Lemon Garden,17600.0,11048.6,14656.8,6551.4,2943.2000000000007,37.22,16.72,Significantly Overpriced,Overpriced
Gün-ay Otel,5881.4,11281.6,7256.9,-5400.200000000001,-1375.5,91.82,23.39,Significantly Overpriced,Significantly Overpriced
The Lifeco Bodrum,90376.0,12391.3,61477.2,77984.7,28898.800000000003,86.29,31.98,Significantly Overpriced,Significantly Overpriced
Lara Park Hotel,8568.0,10727.9,9319.8,-2159.8999999999996,-751.7999999999993,25.21,8.77,Significantly Overpriced,Slight Overpriced
Grand Zeybek İzmir,4449.2,7740.3,6314.9,-3291.1000000000004,-1865.6999999999998,73.97,41.93,Significantly Overpriced,Significantly Overpriced
İsla Panorama,7938.0,12297.1,7740.6,-4359.1,197.39999999999964,54.91,2.49,Significantly Overpriced,Fair
Gümbet Anıl Beach,8971.5,12085.6,10906.9,-3114.1000000000004,-1935.3999999999996,34.71,21.57,Significantly Overpriced,Significantly Overpriced
Extenso Hotel,9021.6,11751.1,10032.2,-2729.5,-1010.6000000000004,30.26,11.2,Significantly Overpriced,Overpriced
Costa Farilya Special Class Hotel Bodrum,20700.0,12732.8,13970.1,7967.200000000001,6729.9,38.49,32.51,Significantly Overpriced,Significantly Overpriced
Life Point Boutique Hotel,12000.0,12039.9,17859.9,-39.899999999999636,-5859.9000000000015,0.33,48.83,Fair,Significantly Overpriced
Alaçatı Private Otel,6003.0,8569.7,7739.0,-2566.7000000000007,-1736.0,42.76,28.92,Significantly Overpriced,Significantly Overpriced
Hotel Labella Bergama,8400.0,11367.7,9214.9,-2967.7000000000007,-814.8999999999996,35.33,9.7,Significantly Overpriced,Slight Overpriced
Yörük Ali Yayla Evleri,11720.0,10475.3,10540.0,1244.7000000000007,1180.0,10.62,10.07,Overpriced,Overpriced
Alaçatı Limonaia Hotel +10,13596.0,11000.1,16054.6,2595.8999999999996,-2458.6000000000004,19.09,18.08,Overpriced,Overpriced
Hotel Finike Marine,5777.2,11607.3,12196.6,-5830.099999999999,-6419.400000000001,100.92,111.12,Significantly Overpriced,Significantly Overpriced
Hotel Paris Prestige,8352.0,11607.9,8777.2,-3255.8999999999996,-425.2000000000007,38.98,5.09,Significantly Overpriced,Slight Overpriced
Hotel Royal Hill,9982.0,11544.0,10363.3,-1562.0,-381.2999999999993,15.65,3.82,Overpriced,Fair
Fun And Sun Club Saphire,12920.0,15038.3,22064.9,-2118.2999999999993,-9144.900000000001,16.4,70.78,Overpriced,Significantly Overpriced
Göbene Otel Alaçatı,15316.4,10475.6,13312.4,4840.799999999999,2004.0,31.61,13.08,Significantly Overpriced,Overpriced
Lord Marina Hotel Bungalows,13600.0,12264.3,14531.4,1335.7000000000007,-931.3999999999996,9.82,6.85,Slight Overpriced,Slight Overpriced
Carmen Suite Hotel,5294.1,11006.8,9288.3,-5712.699999999999,-3994.199999999999,107.91,75.45,Significantly Overpriced,Significantly Overpriced
Maison Green Hill,10500.0,11530.8,14129.8,-1030.7999999999993,-3629.7999999999993,9.82,34.57,Slight Overpriced,Significantly Overpriced
Hotel Torbahan Beach Resort,20973.9,13017.9,24200.5,7956.000000000002,-3226.5999999999985,37.93,15.38,Significantly Overpriced,Overpriced
İntermar Marmaris,4000.0,12276.3,5351.6,-8276.3,-1351.6000000000004,206.91,33.79,Significantly Overpriced,Significantly Overpriced
Lvzz Hotel Residencess Spa,14000.0,8909.3,13698.6,5090.700000000001,301.39999999999964,36.36,2.15,Significantly Overpriced,Fair
Villa Saray,10200.0,9669.8,9311.4,530.2000000000007,888.6000000000004,5.2,8.71,Slight Overpriced,Slight Overpriced
Casa Luna Hotel Alaçatı,20384.0,9288.0,15300.9,11096.0,5083.1,54.43,24.94,Significantly Overpriced,Significantly Overpriced
Jasmin Elite Residence Spa,13733.6,11578.4,13235.7,2155.2000000000007,497.89999999999964,15.69,3.63,Overpriced,Fair
Doğanın Ruhu Otel Bungalow,7940.0,13680.3,15920.3,-5740.299999999999,-7980.299999999999,72.3,100.51,Significantly Overpriced,Significantly Overpriced
Çeşme Marina Konuk Evi,20173.8,12055.2,19766.6,8118.5999999999985,407.2000000000007,40.24,2.02,Significantly Overpriced,Fair
Zena Hotel Bodrum,6860.0,11891.1,7641.6,-5031.1,-781.6000000000004,73.34,11.39,Significantly Overpriced,Overpriced
Serin Otel,10000.0,11048.9,11123.2,-1048.8999999999996,-1123.2000000000007,10.49,11.23,Overpriced,Overpriced
777 Alaçatı,16000.0,12282.5,17834.6,3717.5,-1834.5999999999985,23.23,11.47,Significantly Overpriced,Overpriced
L`olive Homes Marmaris,13915.8,11280.9,11145.8,2634.8999999999996,2770.0,18.93,19.91,Overpriced,Overpriced
1882 Alaçatı,13780.8,10729.9,10166.6,3050.8999999999996,3614.199999999999,22.14,26.23,Significantly Overpriced,Significantly Overpriced
Adacan Alaçatı,14875.0,11537.5,10438.7,3337.5,4436.299999999999,22.44,29.82,Significantly Overpriced,Significantly Overpriced
Alacope Alaçatı,12000.0,10736.6,13724.2,1263.3999999999996,-1724.2000000000007,10.53,14.37,Overpriced,Overpriced
Ahsen Hotel,3291.7,7907.5,5132.1,-4615.8,-1840.4000000000005,140.23,55.91,Significantly Overpriced,Significantly Overpriced
Dream Town Hotel,5040.0,11468.3,10390.9,-6428.299999999999,-5350.9,127.55,106.17,Significantly Overpriced,Significantly Overpriced
Alaçatı Balbadem Otel,11885.5,8760.7,11407.6,3124.7999999999993,477.89999999999964,26.29,4.02,Significantly Overpriced,Fair
Alaçatı Cadde 75 Luxury +18 Adult,21560.0,11000.1,16054.6,10559.9,5505.4,48.98,25.54,Significantly Overpriced,Significantly Overpriced
Riva Alaçatı,8000.0,11394.9,9071.0,-3394.8999999999996,-1071.0,42.44,13.39,Significantly Overpriced,Overpriced
Regulus Beach Resort,7600.0,11850.4,12225.4,-4250.4,-4625.4,55.93,60.86,Significantly Overpriced,Significantly Overpriced
Kemerlihan Deluxe Hotel,3750.0,9691.6,10980.8,-5941.6,-7230.799999999999,158.44,192.82,Significantly Overpriced,Significantly Overpriced
Elegance East Hotel,6641.1,10083.1,7767.0,-3442.0,-1125.8999999999996,51.83,16.95,Significantly Overpriced,Overpriced
Sakız Kızı Alaçatı Butik Otel,5500.0,11062.7,9789.0,-5562.700000000001,-4289.0,101.14,77.98,Significantly Overpriced,Significantly Overpriced
Kimera Lounge Hotel Çıralı,9040.0,12607.1,10593.6,-3567.1000000000004,-1553.6000000000004,39.46,17.19,Significantly Overpriced,Overpriced
Alaçatı Sörf Hotel,9350.0,7931.8,9876.7,1418.1999999999998,-526.7000000000007,15.17,5.63,Overpriced,Slight Overpriced
Apaz Alaçatı,13600.0,11308.2,8086.3,2291.7999999999993,5513.7,16.85,40.54,Overpriced,Significantly Overpriced
Alaçatı Otel Rebetiko,5950.0,7999.1,7030.5,-2049.1000000000004,-1080.5,34.44,18.16,Significantly Overpriced,Overpriced
Aybel İnn Hotel,4725.5,10999.9,7524.4,-6274.4,-2798.8999999999996,132.78,59.23,Significantly Overpriced,Significantly Overpriced
Antalya Business Hotel,13017.8,7911.4,11121.6,5106.4,1896.199999999999,39.23,14.57,Significantly Overpriced,Overpriced
Anchor Alaçatı,7000.0,11537.5,10438.7,-4537.5,-3438.7000000000007,64.82,49.12,Significantly Overpriced,Significantly Overpriced
Alaçatı Xl Luxury,7608.2,10970.9,8497.6,-3362.7,-889.4000000000005,44.2,11.69,Significantly Overpriced,Overpriced
Aslı Bungalow,12600.0,11000.1,16054.6,1599.8999999999996,-3454.6000000000004,12.7,27.42,Overpriced,Significantly Overpriced
Anar Hotel,18000.0,11930.8,19330.8,6069.200000000001,-1330.7999999999993,33.72,7.39,Significantly Overpriced,Slight Overpriced
Alya Sierra Villa Hotel,10000.0,7947.6,10994.7,2052.3999999999996,-994.7000000000007,20.52,9.95,Significantly Overpriced,Slight Overpriced
Artof Alaçatı,10000.0,11857.0,10425.2,-1857.0,-425.2000000000007,18.57,4.25,Overpriced,Fair
Bayındır Palme Hotel,4866.4,7357.3,5781.1,-2490.9000000000005,-914.7000000000007,51.19,18.8,Significantly Overpriced,Overpriced
Tema 242 Hotel,2113.4,11310.9,4779.5,-9197.5,-2666.1,435.2,126.15,Significantly Overpriced,Significantly Overpriced
Bedroom Alaçatı,5750.0,11789.3,7656.1,-6039.299999999999,-1906.1000000000004,105.03,33.15,Significantly Overpriced,Significantly Overpriced
Bodrum Kayası Dağ Oteli,9000.0,12005.8,9767.1,-3005.7999999999993,-767.1000000000004,33.4,8.52,Significantly Overpriced,Slight Overpriced
Bo Alaçatı,13000.0,10531.4,12228.2,2468.6000000000004,771.7999999999993,18.99,5.94,Overpriced,Slight Overpriced
Veltur Turiya Hotel Spa,11600.0,13113.6,22563.7,-1513.6000000000004,-10963.7,13.05,94.51,Overpriced,Significantly Overpriced
Ada Capra Otel,14599.2,12880.4,20379.8,1718.800000000001,-5780.5999999999985,11.77,39.6,Overpriced,Significantly Overpriced
Boulevard Hotel,7480.0,13016.2,9201.2,-5536.200000000001,-1721.2000000000007,74.01,23.01,Significantly Overpriced,Significantly Overpriced
Adrasan La Casita Boutique Hotel,8800.0,10614.8,9108.3,-1814.7999999999993,-308.2999999999993,20.62,3.5,Significantly Overpriced,Fair
Sonnen Hotel,9963.0,11869.9,9331.7,-1906.8999999999996,631.2999999999993,19.14,6.34,Overpriced,Slight Overpriced
3 House Apart,23920.0,10594.0,18425.3,13326.0,5494.700000000001,55.71,22.97,Significantly Overpriced,Significantly Overpriced
Adil Butik Otel,15294.4,11551.8,15557.2,3742.6000000000004,-262.8000000000011,24.47,1.72,Significantly Overpriced,Fair
Şifne Thermal Hotel,14000.0,12307.8,14303.2,1692.2000000000007,-303.2000000000007,12.09,2.17,Overpriced,Fair
Tash Mekan Butik Otel,8500.0,8510.4,11023.0,-10.399999999999636,-2523.0,0.12,29.68,Fair,Significantly Overpriced
Amour Köy İçi,11996.0,11364.1,10899.6,631.8999999999996,1096.3999999999996,5.27,9.14,Slight Overpriced,Slight Overpriced
Alanarin Alaçatı,18200.3,12042.7,17885.0,6157.5999999999985,315.2999999999993,33.83,1.73,Significantly Overpriced,Fair
Alaçatı Marina Palace,22400.0,12171.5,20364.2,10228.5,2035.7999999999993,45.66,9.09,Significantly Overpriced,Slight Overpriced
Alina Otel Kaş,13500.0,11403.1,11726.2,2096.8999999999996,1773.7999999999993,15.53,13.14,Overpriced,Overpriced
Alaçatı Sultan Konak,11509.0,8346.9,11038.0,3162.1000000000004,471.0,27.48,4.09,Significantly Overpriced,Fair
Ali`s Boutique Hotel,24000.0,11542.8,21940.8,12457.2,2059.2000000000007,51.9,8.58,Significantly Overpriced,Slight Overpriced
Alaçatı Sade Otel,17576.2,12051.5,15548.1,5524.700000000001,2028.1000000000004,31.43,11.54,Significantly Overpriced,Overpriced
Alaçatı Roka Taş Otel,10000.0,8590.2,8951.8,1409.7999999999993,1048.2000000000007,14.1,10.48,Overpriced,Overpriced
Alice Tatil Evi,16076.8,12805.5,18742.1,3271.2999999999993,-2665.2999999999993,20.35,16.58,Significantly Overpriced,Overpriced
Buca Residence Otel,7000.0,11016.2,10109.9,-4016.2000000000007,-3109.8999999999996,57.37,44.43,Significantly Overpriced,Significantly Overpriced
Antmare Hotel,21516.6,13135.7,19664.5,8380.899999999998,1852.0999999999985,38.95,8.61,Significantly Overpriced,Slight Overpriced
Club Wasa Holiday Village,9253.4,10475.3,10540.0,-1221.8999999999996,-1286.6000000000004,13.2,13.9,Overpriced,Overpriced
Boutique Nergiz Hotel,4800.0,9773.2,8783.2,-4973.200000000001,-3983.2000000000007,103.61,82.98,Significantly Overpriced,Significantly Overpriced
Arts Hotel Bodrum Yalıkavak,6800.0,12469.5,8672.4,-5669.5,-1872.3999999999996,83.38,27.54,Significantly Overpriced,Significantly Overpriced
Aroma Butik Hotel,11200.0,12265.6,11145.9,-1065.6000000000004,54.100000000000364,9.51,0.48,Slight Overpriced,Fair
Armel Alaçatı,13139.3,8839.7,10698.1,4299.5999999999985,2441.199999999999,32.72,18.58,Significantly Overpriced,Overpriced
Castle Old Town Hotel,8903.6,10518.9,9463.7,-1615.2999999999993,-560.1000000000004,18.14,6.29,Overpriced,Slight Overpriced
Aspat Hotel Bodrum Beach Restaurant,48385.9,11509.2,34365.4,36876.7,14020.5,76.21,28.98,Significantly Overpriced,Significantly Overpriced
Coordinat Suits,9890.0,12243.0,11587.8,-2353.0,-1697.7999999999993,23.79,17.17,Significantly Overpriced,Overpriced
