id,otel_id,otel_ad,yorum,opion,score
1480,277,Dragut Point South Hotel,"Personelin guler yuzune hayran kaldim.Fatih bey ,Salih bey ayrica tesekkurler",olumlu,0.9943051338195801
1481,277,Dragut Point South Hotel,Oda temizligi 0 soylemeden hic birsey yaptiramiyorsunuz ama gorevli olan ablayada ayrica tesekkur ederim.Cunku ne istedigiysem elinden geldigince karsilamaya calisti .,olumlu,0.8587875962257385
1482,277,Dragut Point South Hotel,Personel guleryuzlu,olumlu,0.9396677613258362
1483,277,Dragut Point South Hotel,Yemek cesiti gelistirilmeli oda temizligi sadece yatak duzeltmekten ve copleri atmaktan ibaret… maalesef memnun kalmadim tekrar tercih edecegim bir otel degil,olumsuz,0.9969679713249207
1484,176,Saphir Hotel,"Personel cok guleryuzlu, yemekler guzel ama hep ayni tur ve sistemde, daha farkli ve kalitede urunlerle yemek sunulmali, fiyat performansina gore aldigimiz hizmet normal diyebilirim",olumlu,0.9857838153839111
1485,176,Saphir Hotel,"Havuz temizligi cok yetersiz, odamizda dusakabin etrafi ve dipleri pisti, cocuklar icin yeterli eglence, animasyon yok, gelen turist seviyesi dusuk seviye ve standartlarda  nedenini bilmiyorum ?",olumsuz,0.9980060458183289
1486,176,Saphir Hotel,Personel harikaydi  Animasyon harikaydi,olumlu,0.9809044599533081
1487,176,Saphir Hotel,"2101 oda biraz rutubetli idi , banyodan koku geliyordu  Kaydiraklar yetersizdi",olumsuz,0.9322190880775452
1488,176,Saphir Hotel,Yemekler kaliteli ve bol cesitli tatlilar guzel fakat ucuz tercih edilmis alkolsuz icecek kismi cesit bakimindan sinirli gibi geldi bana,olumsuz,0.5236408114433289
1489,176,Saphir Hotel,Konumu bana gore biraz kotu arabasiz yolculuk yaptigimdan dolayi da olabilir.,olumsuz,0.9969362020492554
1490,176,Saphir Hotel,Hizmet guler yuz anlayis sosyal faaliyetleri sinirsiz eglence cocuklu aileler icin mukemmel,olumlu,0.9988620281219482
1491,176,Saphir Hotel,Olumsuz biryon goremedim acikcasi,olumsuz,0.6469214558601379
1492,280,Four Points By Sheraton Izmir Otel,Rezervasyonun sisteme gec yansimasi nedeniyle otele giriste bir sure beklemek zorunda kaldik,olumlu,0.7081505060195923
1493,183,Adalya Art Side Hotel,"yemek cesitliligi iyi, deniz mukemmel.personel ilgili guler yuzlu, arac park yeri harika",olumlu,0.9826399683952332
1494,183,Adalya Art Side Hotel,bence pek olumsuz yonleri yok,olumlu,0.7827832698822021
1495,183,Adalya Art Side Hotel,"Mukemmel ilgi ve alaka,  kesinlikle tekrar gelecegiz.",olumlu,0.9870187640190125
1496,183,Adalya Art Side Hotel,Otek cok iyi hir oteldir.,olumlu,0.994990885257721
1497,801,Hotel Berke Ranch Nature,Dogasi muhtesem,olumlu,0.9970666766166687
1498,801,Hotel Berke Ranch Nature,Denize servisle gidip geliniyor. Ama denizi guzel ve kumsalda anlasmali bir yeri var,olumlu,0.9438053369522095
1499,281,Fun And Sun Smart Hane Sun,Animasyon ekibi ve personeller cok ilgiliydi. Havuzu temizdi. Denizi cok guzeldi. Surekli etkinlik yapiliyordu.  Cocuklarla guzel bir tatil gecirdik.,olumlu,0.904021143913269
1500,281,Fun And Sun Smart Hane Sun,Binadaki koridorlar kotu kokuyordu.,olumsuz,0.991098940372467
1501,185,Algora Halal Hotel,Personel guler yuzlu odalar genis ve ferah kadin havuzu mahremiyete uygun odalarin klima sogutmasi guzel,olumlu,0.9572263360023499
1502,185,Algora Halal Hotel,Yemekhane klimalari calismiyor sicak ve ter ile yemek yemeye calisiliyor. Plaj cok tasli temizlenebilir ve plaja kadinlar icin guneslenme alani yapilmali,olumlu,0.6889007091522217
1503,185,Algora Halal Hotel,Son derece guler yuzlu ve yardimsever personel otelin en memnun kaldigimiz kismiydi. Ozellikle restorandaki Ramazan ve Kerim isimli calisanlar basta olmak uzere personelden son derece memnun kaldik. Oda oldukca buyuk ve ferahti.,olumlu,0.9766824841499329
1504,185,Algora Halal Hotel,Restoran kismi yetersizdi. Cogu zaman yemek icin masa beklemek zorunda kaldik. Temizlik noktasinda kirli havlular ve nevresimlerin oldugu araclar koridorlarda duruyordu. Tatli kisminda hayal kirikligina ugradik. Oda girisi icin lobide biraz fazla bekledik.,olumsuz,0.9776439666748047
1505,185,Algora Halal Hotel,Odalari guzel,olumlu,0.9766163229942322
1506,185,Algora Halal Hotel,"Havuz ,denize uzak,yemekhanesi tek asansor mevcut oda calismiyor.",olumsuz,0.762345016002655
1507,185,Algora Halal Hotel,Oda temizlik guzel yemek tat cesit kalite olarak guzel personel ilgili.,olumlu,0.9938760995864868
1508,185,Algora Halal Hotel,deniz cok taslik ve sig degil Ortak havuz cok kucuk dipdibesiniz Erkekler havuzuna yemekhaneden geciliyor disardan bi asansor yapilabilir.direk havuza cikan Koridorlar cok havasiz asansorden yanarak iniyorsun lobide buz gibi hava. Asansor sirasi vok bekleniyor capraz inis cikisli yuruyen merdiven yapilabilir daha ferah ve kullanisli olur,olumlu,0.7988874912261963
1509,189,Club Marco Polo,"Genis alana kurulmus, sade ancak Akdeniz'e ait mimarisi; sakin ve konforlu odalari, cok cesitli ve lezzetli yemekleri, ozveriyle calisan personelleri, eglenceli sahne sovlari",olumlu,0.9815782308578491
1513,189,Club Marco Polo,"Yiyecek icecek kalitesi ve cesidi mukemmel personeller cok nazik ne yazik ki ulkemizde yabanci turistlerin on planda oldugu bir cok otel var biz bu negatif ayrimciligi 2 yildir otelinizde hic yasamadik ben herseyi cok begendigim icin ek bir oneri aklima gelmiyor ozellikle barda damla hanim Isa Can Mine kahve evinde ki kucuk hanimlar gusto restoranda stajyer Emre inanin herkes sanki otelin sahibi gibi islerini sahipleniyor ve misafirleri agirliyor umarim maddi manevi olarak ta karsiligini aliyorlardir  2 . Yil konaklamamiz gozden kacmamis odamiza surpriz bir hediye gonderilmis bence hizmet icin hersey dusunulmus bir otel lutfen tum calisanlarinizin kiymetini bilin cunku odalar , havuz ve deniz her otelde var bu oteli tercih sebebi yapan yonetim anlayisi ve personeller …. Sevgiyle kalin",olumlu,0.9833518862724304
1514,189,Club Marco Polo,Sizin elinizde olan bir durum degil ama bu yil denizde ne yazdik ki cop atiklari oldu ve bu bircok misafir degerlendirmesini negatif olarak etkilemis,olumsuz,0.9990309476852417
1515,189,Club Marco Polo,Yemekleri bar ve icecekler harikaydi,olumlu,0.956385612487793
1516,189,Club Marco Polo,Sadece odalar biraz uzak oda sorun teskil etmedi,olumlu,0.9677028059959412
1517,186,Annabella Diamond Hotel Spa,Otel her anlamda cok guzel. Havuz Deniz odalari yemekleri personeli vs. Animasyon ekibi harika. Temizlik her anlamda cok iyi. Snack bar lobby bar iyi calisiyor. Istisnasiz butun calisanlar Guler yuzlu:) Ayrica otel musterileri de cok nazik ve herkes ailesi ile gelmis kendi halinde.,olumlu,0.9637702107429504
1518,186,Annabella Diamond Hotel Spa,Kedilerin surekli kontrol edilmesi gerekiyor diye dusunuyorum. Cunku olur olmadik yerler cis yapani var kokuyor.,olumsuz,0.5297797322273254
1519,802,Hotel Maison Vourla,Sert yatak ve ses acisindan balkon kapisi aciken ana yola yakin olmasi.,olumlu,0.6708852648735046
1520,802,Hotel Maison Vourla,"Yeni, temiz. Odalar rahat. Estetik olarak zevkli dosenmis",olumlu,0.9942534565925598
1521,310,Ananas Hotel,Konum iyiydi. Personel guler yuzlu ve ilgiliydi. Genel olarak oda ve havuz temizligi iyiydi.,olumlu,0.9900892972946167
1522,310,Ananas Hotel,Bazi tabaklarda yemek kalintilari vardi. Havuz kenarindaki masalara da semsiye konulabilirdi.,olumlu,0.7243970632553101
1523,310,Ananas Hotel,Tek olumlu yonu calisan personelin guler yuzlu olmasi,olumlu,0.9964496493339539
1524,310,Ananas Hotel,Olumlu yani yok.,olumsuz,0.7988520264625549
1525,310,Ananas Hotel,Fiyat performans olarak guzel,olumlu,0.9975290298461914
1526,310,Ananas Hotel,Denizi tasli,olumlu,0.8581928014755249
1527,304,Can Garden Beach Hotel,Yemekler cesitliydi lezzetliydi cevre bakimi guzel idi deniz  ve sezlonglar ve havlular olumlu idi,olumlu,0.9964280724525452
1528,304,Can Garden Beach Hotel,Animasyon  1 gece disinda  iyi degildi,olumsuz,0.9843422174453735
1529,312,Arbatt Marmaris,Temizlik iyi,olumlu,0.9968729019165039
1530,312,Arbatt Marmaris,Plandaki sezlonglar kotu,olumsuz,0.9985427856445312
1531,312,Arbatt Marmaris,Mutfak personeli mukemmel sicak yemekler pide hamburger ve soguk yemekleri cok guzeldi,olumlu,0.9554139971733093
1532,312,Arbatt Marmaris,Ilgisiz garsonlar,olumsuz,0.8010205030441284
1533,283,Green Paradise Hotel,Deniz kenarinda yemek en muhtesem animizdi,olumlu,0.9746430516242981
1534,283,Green Paradise Hotel,Animasyon ekibi vasat. Tek bildikleri insanlari gece partilerine goturmeye calismak.,olumsuz,0.895187497138977
1535,283,Green Paradise Hotel,"Denize sifir olmasi, havuz ve cevrenin bakimi, tatli, salata, meyve, kahvalti urunlerinin lezzet ve sunumu, gun boyu aktiviteleri, personelllerin kibarligi yardim severligi",olumlu,0.9020580053329468
1536,283,Green Paradise Hotel,Olumsuz olarak yalnizca yemek konusuna ozen gosterilirse bence muhtesem olur,olumlu,0.7590005993843079
1537,283,Green Paradise Hotel,Calisan arkadaslar mukemmeldi,olumlu,0.9942663311958313
1538,283,Green Paradise Hotel,Yataklar berbat durumda,olumsuz,0.9891470670700073
1539,283,Green Paradise Hotel,Guzel vakit gecirdik,olumlu,0.8944042325019836
1540,283,Green Paradise Hotel,"Denizi, havuzlari ve konumu mukemmel.",olumlu,0.9873015284538269
1541,283,Green Paradise Hotel,"Otelde hirsizlik olayi yasandi. Odamizda unuttugumuz esyalarimiz kat gorevlileri tarafindan calindi. Israrla haftalarca otel muduru suat beyi aramamiza ragmen konu otel tarafindan ort pas edildi ve normallestirildi. Cikarken birseyler unutursaniz o esyalari sonsuza kadar unutun ! Bir baska konuda, otelde icekler icin buz yoktu. Biradan baska birsey icemiyosunuz var ama buz olmadigi icin icmenin bi anlami kalmiyor. Sadece bira var diye dusunun.",olumlu,0.6496585607528687
1542,284,Hedefbeyt Hotel Resort Spa,Sivrisinek Bayanlara ozel bir plajin olmamasi  Odalar ve esyalari eskimis,olumsuz,0.5711401104927063
1543,284,Hedefbeyt Hotel Resort Spa,Yemek cesitliligi.,olumlu,0.916512668132782
1544,284,Hedefbeyt Hotel Resort Spa,Helal gida olup olmadigi hakkinda herhangi bir bilgiye rastlayamadik.,olumlu,0.516224205493927
1545,188,Club Grand Side Amazon Water World,Tesis aktivesi guzeldi personellerin  ilgi ve alakasi  guzeldi  yemeklerde cesit  bol  havuz temiz odalar temiz plaj cok guzeldi  2 aile gittik cocuklarimizla cok eglendik,olumlu,0.9789708256721497
1546,188,Club Grand Side Amazon Water World,Keske icme sulari kucuk verseler  cok ziyan oluyor,olumsuz,0.9972606301307678
1547,188,Club Grand Side Amazon Water World,"Everything exceeded our expectations. Guests were mostly German families, and there was a very pleasant vibe.",olumlu,0.9722475409507751
1548,188,Club Grand Side Amazon Water World,Store only seems to accept foreign cards or euros. Would have been nice if they could accept the local currency and cards.,olumlu,0.5786755084991455
1549,188,Club Grand Side Amazon Water World,Havuzlar personel temizlik cok iyi tesekkurler,olumlu,0.9952453374862671
1550,188,Club Grand Side Amazon Water World,Yemek kahvalti hep ayni deniz de iskele olmamasi eksileri,olumsuz,0.7876029014587402
1551,188,Club Grand Side Amazon Water World,"yiyecekler ve ana restaurant mukemmel, amazon herkesin gormesi gereken harika bi konsept",olumlu,0.9820893406867981
1552,188,Club Grand Side Amazon Water World,"belki yogun bir donem oldugundan, amazon ve havuzda sezlong kapma yarisi, sinek, kertenkele, kurbaga , birsey daha var onu hic yazmayayim, olumsuz gordugum seyler.",olumsuz,0.9854968190193176
1553,188,Club Grand Side Amazon Water World,Otopark yetersiz acik otopark kapali olmali,olumsuz,0.9133476614952087
1554,306,Club Beyy Resort Hotel,"Calisanlarin guler yuzu ve profesyonelligi, yemekler, etkinlikler, temizlik sahaneydi.",olumlu,0.995810329914093
1555,306,Club Beyy Resort Hotel,Hicbir olumsuz yonu yok,olumlu,0.9765886664390564
1556,306,Club Beyy Resort Hotel,"Personellerin ilgisi ve guleryuzlulugu, plaji guzel olan iki seyiydi",olumlu,0.995136022567749
1557,306,Club Beyy Resort Hotel,Yemekler asiri yagli asiri tatsiz Odalardaki mobilyalar cok eski klimada ayni sekilde Asansorde havalandirma yok nefes almak dahi cok zor Musteri sayisindan cok daha az sezlong var insanlar surekli ortada kaliyor ve semsiyeleri cok kucuk  Snack bardaki secenekler cok az Alkoller markasiz ve alkol tadi kesinlikle almiyorsunuz,olumsuz,0.9894665479660034
1558,306,Club Beyy Resort Hotel,Calisanlarin guler yuzlu olmasi cok guzel  irem hanim ve Sarp beye tesekkurler 3 gece 4 gun konakladik her gun oda temizligi havlu degisimi cok guzel yemek cesidi iyiydi,olumlu,0.9977100491523743
1560,306,Club Beyy Resort Hotel,Personeller cok ilgili alakali ve ozveriliydi.  Deniz cok iyiydi.,olumlu,0.987504780292511
1561,306,Club Beyy Resort Hotel,Denizi guzel temiz ve kum Kaydiraklar ve havuz guzel Temizlik guzel Sessiz sakin bir otel,olumlu,0.9827362895011902
1562,306,Club Beyy Resort Hotel,Yemek cesitliligi cok az ve lezzetsiz Turkce muzik hic calmadi,olumsuz,0.9941268563270569
1563,306,Club Beyy Resort Hotel,"guleryuzlu,  temiz, sessiz",olumlu,0.9316573143005371
1564,306,Club Beyy Resort Hotel,Yok  gibi ..,olumsuz,0.944435715675354
1565,306,Club Beyy Resort Hotel,Otelin fiyat kalite performansi cok yuksek. Yemekler kalite lezzet ve cesit acisindan 5 yildizli pek cok otelin cok otesinde. Sadece yemekleri icin bile gidilebilir. Calisanlar cok nazik ve guler yuzlu. Calisan sayisi gayet yeterli surekli ihtiyaciniz olup olmadigini soruyorlar. Denizi cok temiz ve bolgeye gore oldukca sakin. Plaji kum;,olumlu,0.9857277274131775
1566,306,Club Beyy Resort Hotel,"Cok buyuk bir otel degil, surekli bir aktivite yok tercih ediyorsaniz.",olumsuz,0.5733731389045715
1567,536,Merhaba Pansiyon,"Samimi, sicak  ve bana gore  eglenceli...",olumlu,0.9969506859779358
1568,285,Hera Hotel Kas,Konum guzel Denize yakin,olumlu,0.9948627352714539
1569,285,Hera Hotel Kas,Hizmet kalitesi eksik,olumsuz,0.9835640788078308
1570,390,Valeri Beach Hotel,Yemek cesitleri yeterli ve lezzetliydi. Personel gayet ilgili ve saygiliydi. Denizi ve ozel plaji harikaydi. Oda temizliginden memnun kaldim. Odam denize bakan konumdaydi gayet genis ve ferahti balkonu da vardi,olumlu,0.9624894857406616
1571,390,Valeri Beach Hotel,"Yemek alanina asilan “kedileri beslemeyin” uyarisi beni rahatsiz etti, personelin ilgilendigi yazilmis ama ben otelin herhangi bir yerinde mama ve su noktasi goremedim. Daha hayvan dostu bir otel olmasini isterdim",olumsuz,0.9931996464729309
1572,286,Hotel Babaylon,Havuzu ve yemekleri iyiydi. Personel guleryuzluydu.,olumlu,0.9716594815254211
1573,286,Hotel Babaylon,Denizdeki yosunlar iyi degildi. Otel cevresi bakim istiyor. Basketbol ve voleybol sahasi etrafi bakimsiz.,olumsuz,0.9882169365882874
1574,286,Hotel Babaylon,2 gece konaklama icin fena sayilmaz ama 1 hafta kalmam,olumlu,0.9728348851203918
1575,286,Hotel Babaylon,Eski bir otel,olumsuz,0.5273047089576721
1576,286,Hotel Babaylon,Narliderede yasiyorum bana yakin personel iyi,olumlu,0.9875211119651794
1577,286,Hotel Babaylon,Banyo su kaciriyor,olumlu,0.7414916157722473
1578,286,Hotel Babaylon,Sakin. Huzurlu. Personel ilgili. Sezlong konusunda havuzda ve denizde yardimci oluyorlar. Yemekler lezzetli. Barlar guzel.,olumlu,0.9769895076751709
1579,286,Hotel Babaylon,Yemek cesidi az. Yandaki otelden biraz gurultu geliyor. Oda biraz kucuk. Denizde yer yer yosunlar var.,olumlu,0.7170685529708862
1580,286,Hotel Babaylon,Deniz tertemiz,olumlu,0.9844679236412048
1581,286,Hotel Babaylon,Havuzun derinliginin yeni diger otel havuzlarina gore 140 cm uzeri olmasi,olumlu,0.911656379699707
1582,393,Yalihan Aspendos Hotel,Eski personelleriniz gayet iyi yeni genc personelleriniz sadece yabanci misafirlerinize hizmet vermekte.,olumlu,0.9935780763626099
1583,393,Yalihan Aspendos Hotel,otelin konsepti oldugu yer cok guzel yalniz temizlik konusu dusuk odada orumcek aglari vardi.Oda temizligi iyi degildi.4 gece 5 gunduz kaldim yerler ne supuruldu ne silindi.Cay ictim cay bardagi bir turlu alinmadi.,olumsuz,0.6922271251678467
1584,393,Yalihan Aspendos Hotel,"Deniz,yiyecekler, icecekler",olumlu,0.7234667539596558
1585,393,Yalihan Aspendos Hotel,Havuz icin sabah sezlong savasi yasaniyor. Standart odalar cok kucuk,olumlu,0.7747673392295837
1586,393,Yalihan Aspendos Hotel,Yemek kalitesi gayet iyi. Turkler icin dusunulmus. Denizde guzel. Calisanlarda cogunlukla guler yuzlu,olumlu,0.9964464902877808
1587,393,Yalihan Aspendos Hotel,Cocuklu aileler dusunulmeliydi,olumlu,0.8386540412902832
1588,393,Yalihan Aspendos Hotel,Personel guleryuzlu,olumlu,0.9396677613258362
1589,393,Yalihan Aspendos Hotel,Yeni raki Tekirdag ve altin serisi Card icmelerin hepsi kaliteli,olumlu,0.9910911917686462
1590,393,Yalihan Aspendos Hotel,Yemek cesitleri biraz fazla olsun,olumlu,0.9153259992599487
1591,287,Hotel Bleu Nuit,Merkezi konumda cluplere yakin yemekleri iyiydi cesit coktu personel cok iyiydi ilgililer hepsi etkinlikleri guzel hem havuz basi hem aksamlari dis organizasyonlar,olumlu,0.9786214232444763
1592,287,Hotel Bleu Nuit,Oda cok kucuktu pisti ilk geldigimizde sonra temizlediler banyo havlu sikintisi vardi surekli.  havuz basindaki sezlonglara herkes geceden havlu birakip ipotekliyorlardi kullanamadik. oda duvarlari kuflu restore edilmesi lazim boyanmasi lazim. bunlarin disinda gayet iyiydi,olumlu,0.91776043176651
1593,287,Hotel Bleu Nuit,Otelin konumu cok guzel her yere yakin yemekleri cok guzel kahvalti haricindeki diger urunler gercekten cok lezzetli personeller oldukca guleryuzlu ve ilgili ozellikle pide yapan ugur Usta ve yemek yapan ustalar garsonlar mukemmel otesi sadece odalar eski ve kirli temizlik konusunda begenmedim diger turlu olarak otel mukemmel,olumlu,0.8167746067047119
1594,287,Hotel Bleu Nuit,Otelin  dekore edilmesi sart cunku otelin icindeki esyalar odanin icindeki esyalar cok eskimis ve kullanilmaz hale gelmis bize gelen yatak carsaflari bile bazen yirtikti temizligi begenmedim temizlik muazzam olmali bana gore bir otelde ayrica cok fazla yasli birden bire aliyorlar ve otel huzurevine donuyor bunlara dikkat edilmesi gerek,olumsuz,0.9097012281417847
1595,287,Hotel Bleu Nuit,"Konum, yiyecek",olumlu,0.6741069555282593
1596,287,Hotel Bleu Nuit,Temizlik ozellikle ortak alan temizligi hic yapilmamakta,olumsuz,0.6041441559791565
1597,287,Hotel Bleu Nuit,Resepsiyon haric Personel cok ilgili ve guler yuzlu,olumlu,0.9887423515319824
1598,287,Hotel Bleu Nuit,Soguk icecege hasret kaldik,olumsuz,0.5252330303192139
1599,287,Hotel Bleu Nuit,Odalar tuvalet kokusu vardi.,olumsuz,0.7558227181434631
1600,544,Akkan Beach Hotel,"Merkezi konumda olmasi, havuz ve plaj imkanlari cok guzel, kahvalti menusu iyiydi",olumlu,0.9750633835792542
1601,544,Akkan Beach Hotel,"Kahvaltida meyve eksikti, mevsimin meyvelerinden eklenirse daha iyi olur",olumlu,0.9900692105293274
1602,288,Hotel Sun Fire Beach,Resepsiyon daki 3 personelde yardimci olmaya calistilar.,olumlu,0.7007091641426086
1603,288,Hotel Sun Fire Beach,"Odalar kotu,elbise dolaplarina kiyafet koymadik cok pis kokuyor,klimam su akitiyor,altina kova koymuslar,ozellikle ogle yemekleri yetersiz, personel egitimsiz,birayi pet bardakla veriyor,bardak degistirmesi istendiginde triplere girip kopuklu birayi ikram ediyor. Icecekler sicak koordinasyon sorumlusu ve mudure sikayete gidiyoruz sonuc yok,ustelik bir gun bira,bir gun kola,bir gun buz yok deniliyor onuda bildiriyoruz yine sonuc yok.havuzu bile sabah havuz acilis saatinde temizleyip klorladilar,malzemeler ozellikle bardaklar yetersiz,tabaklari secerek yemek aliyoruz.hayatimin en kotu tatili neyseki 3 gun konakladik.",olumsuz,0.9936001300811768
1604,288,Hotel Sun Fire Beach,"Personel iyiydi,ozellikle ilk giris danismadaki personel gorevine cok hakimdi misafir nasil karsilanir nasil yonlendirilir biliyordu",olumlu,0.9979042410850525
1605,288,Hotel Sun Fire Beach,"Havuz kucuk,cocuklarla buyuklerin ayni havuzda yuzmeleri uygun degil, yemekler daha iyi olabilirdi",olumsuz,0.7838937640190125
1606,192,Delta Hotels By Marriott Bodrum,Yemekler fena degil  Deniz  guzel,olumlu,0.9852634072303772
1647,197,Elegance Hotel Marmaris,"Merkezi ,temiz,",olumlu,0.9078075885772705
1607,192,Delta Hotels By Marriott Bodrum,Bebek araba indirebilecegin rampa yok kucagimda merdivenlerden bebek arabasi tasidim Personel yok 1 saat siparis icin bekledim Cocuk bebeklere ozel yemek kesinlikle yok bebekler ac kaldi diyebilirim Kokteyl yapan barmen kokteyl yapmayi bilmiyor,olumsuz,0.7394644021987915
1608,192,Delta Hotels By Marriott Bodrum,Yemekler sinirsiz ve guzel 7/24 aclik hissetmiyorsunuz aclik hissini unutturacak kadar doyuruyorlar ?? beach bolumu cok keyifli,olumlu,0.9827344417572021
1609,192,Delta Hotels By Marriott Bodrum,Eglencesi olmayan emekli oteli aksamlari baris manco calip eglendirmeye calisan sacma sapan bi animator var birazcik bu konuda ozen gosterilmeli,olumlu,0.9983523488044739
1610,192,Delta Hotels By Marriott Bodrum,1. Otele 12de giris yaptik. Tesadufen odamiz temizdi ve hazirdi. Dogrudan ogle yemegi ile ilk gunumuz otelde baslamis oldu.  2. Giris-cikis islemleri hizli idi. Otopark konusunda tum ekip oldukca hizliydi ve cok yardimci oldular. 3. Sezlong kalitesi ve deniz tarafinda platformlar cok keyifliydi.  4. Gunun her saatinde yiyecek-iceceklere ulasim vardi.  5. Yemekler guzeldi fakat sabah kahvaltisinda ceviz-badem gibi cig kuruyemisler de olabilirdi.  6. Aksam gun batimi manzarasi muthisti.  7. Oda temizligi ve rahatligi cok guzeldi.,olumlu,0.9834976196289062
1611,192,Delta Hotels By Marriott Bodrum,1. Animasyon ekibinin yetersiz olusu ve misafirleri eglencelere dahil edememesi otel icin eksi bir ozellik maalesef.  2. Restaurant kisimlarinda genel olarak tabak temizligi cok iyi degildi. 3. Snack bar tarafina dondurma bufesi ya da standi ilave edilebilir. Sicak havalarda gercekten ihtiyac oluyor.,olumsuz,0.9878824353218079
1612,192,Delta Hotels By Marriott Bodrum,"Konum, deniz, karinca haric oda.",olumlu,0.907168447971344
1613,192,Delta Hotels By Marriott Bodrum,"Odalardaki karincalar, acik mekanlardaki temizlik.",olumlu,0.8431335687637329
1614,192,Delta Hotels By Marriott Bodrum,"Deniz, personel, oda",olumlu,0.8815414309501648
1615,192,Delta Hotels By Marriott Bodrum,"Yemekler, yuruyus alani olmamasi",olumsuz,0.5914325714111328
1616,545,Akkan Luxury Hotel,Personel ilgili guler yuzlu. Oda temizligi vs yonlerde problem yasamadim. Kahvaltisi bana gore ne cok zengin nede az. Makul denilebilecek seviyede,olumlu,0.9891624450683594
1617,545,Akkan Luxury Hotel,Plaji. Bu otelde daha oncede kalmistim 1-2 dk lik yurume mesafesinde olan plajin yeri iptal edilmis ve akkan beach e gonderiliyorsunuz. Plajda surekli dus sorunu var. Bir gun su olsa diger gun olmuyor.,olumsuz,0.7886762022972107
1618,289,Incekum West Hotel,Guler yuzlu personeli vardi hepsine cok tesekkur ederim,olumlu,0.9886922836303711
1619,289,Incekum West Hotel,"Guler yuzlu personel, lezzetli yemekler.",olumlu,0.9844911098480225
1620,289,Incekum West Hotel,"otelin personel ve temizligi iyi, havuz ve sahili temiz iyiydi.",olumlu,0.9961277842521667
1621,289,Incekum West Hotel,yemekte menu sikintisi bizim damak tadimiza uygun cesitligi azdi.,olumlu,0.5243977904319763
1622,289,Incekum West Hotel,"Otel personeli ilgili, yemekler lezzetli, samimi guzel bir ortam..konum mukemmel zaten denizi harikaydi havuzu da yeterli temiz genel olarak memnun kaldik yine gelebiliriz",olumlu,0.9112113118171692
1623,289,Incekum West Hotel,"Odalarda sadece sampuan ve sabun vardi sac kremi ,dus jeli,pamuk vs olmaliydi.yemekler lezzetli ancak kirmizi et neredeyse hic yoktu..tatli cesitlenebilir her gun ayniydi.animasyon aksam eglenceleri gelistirilmeli yoksa sikici oluyor..4 gece boyunca carsafimiz hic degistirilmeden aynisi duzeldi temizlik yetersiz",olumsuz,0.6515237092971802
1624,289,Incekum West Hotel,"Herseyden cok memnun kaldik dogrusu, otele girisimizden cikisimiza kadar her asamada ilgi ve alaka gorduk, personel (resepsiyon, bar, oda temizlik, yemek, genel temizlik, havuz hijyen ve temizlik) cok duyarli, ilgili ve saygiliydi. Hepsine cok tesekkur ederiz, gorusmek uzere ??",olumlu,0.9757160544395447
1625,289,Incekum West Hotel,Herhangi bir aksaklik yasanmadigimiz  icin sadece isletmeye tesekkur edebilirim,olumlu,0.9951087236404419
1626,548,Casamia Boutique Hotels,"Personel cok ilgili, hizmet kalitesi cok iyi.",olumlu,0.9930360317230225
1627,396,Side Sunberk Hotel,"Otel temiz denize 10 dk yurume mesafesinde,temiz personel ilgili yemekler cesit yok ama guzeldi",olumlu,0.9920933842658997
1628,396,Side Sunberk Hotel,Havuz cok asiri kucuk yemekler cesitlendirilebilir onun disinda tesis sevimli,olumlu,0.9929508566856384
1629,193,Diamond Elite Hotel Spa,Her sey cok guzeldi,olumlu,0.93631511926651
1630,810,Mirada Exclusive Bodrum,"Cogunlukla personel guleryuzlu , Deniz guzel yemek ve icerecekler kaliteli",olumlu,0.9917168617248535
1631,810,Mirada Exclusive Bodrum,Aksamlari program olmali,olumlu,0.7433445453643799
1632,194,Diamond Premium Hotel Spa,Otel cok buyuk temiz guzel calisanlar guler yuzlu,olumlu,0.9942737221717834
1633,194,Diamond Premium Hotel Spa,Restoran ve havuz cok kalabalik ozellikle restoranda yemek sirasi cok bekledim,olumlu,0.8936251401901245
1634,194,Diamond Premium Hotel Spa,Personel cok keyifli ve eglenceli insanlar guler yuzluler bu bizi cok mutlu etti .,olumlu,0.997161865234375
1635,194,Diamond Premium Hotel Spa,Gece Animasyon ekiplerinin performanslari arasinda cok fazla fark var . En kotu ekip maalesef Turk gosteri grubu .,olumsuz,0.7736261487007141
1636,194,Diamond Premium Hotel Spa,"kizimla konakladigim otelde hijyen,personel,performans,yemek hersey cok guzeldi.Butun personel ihtiyacinizi anlamak icin ugrasiyor ve buda sizi mutlu ediyor.",olumlu,0.9952473044395447
1637,194,Diamond Premium Hotel Spa,Otelin su olumsuzdu diye degerlendirecegim onemli bir seyi yok.Ben mayis ayinda konakladim tam sezonunu bilmiyorum nasil bir performans ama benim icin harikaydi.,olumsuz,0.5268322229385376
1638,194,Diamond Premium Hotel Spa,Konfor & temizlik & yemek & personel & animasyon ????????????harika bir tatil gecirdik . Tavsiye ederim .,olumlu,0.9940634965896606
1639,194,Diamond Premium Hotel Spa,havuz animasyonunda biraz daha fazla etkinlikler olabilir.,olumlu,0.5223608613014221
1640,196,Doubletree By Hilton Bodrum Isil Club All Inclusive Resort,Sesiz sakin bir ortam,olumlu,0.8508880138397217
